,Unnamed: 0.1,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,mni_nlin_x,mni_nlin_y,mni_nlin_z,donor,sample,position_along_hipp_AP_axis,top_100,top_100_600,top_600_2700,top_2700_5k,top_5k_end,top_600,top_2700
95,2329,4254,8,160091915,CX,CA1,"CA1 field, left",147066198,123,131,107,-32.0,-16.0,-22.0,-34.1926258587594,-18.291074091633,-20.1365910688377,15697,75,108,104.56068981376107,106.5434704007773,105.60471140386694,106.31809779640493,99.11764705882354,105.43150980535664,106.11691643814002
96,2346,4255,9,160091863,CX,CA2,"CA2 field, left",148020447,129,121,117,-38.0,-26.0,-12.0,-37.9152396502992,-28.520355382041892,-9.477869630364339,15697,92,97,95.32302490660855,96.57677093370161,98.04262975274993,93.69146332697463,99.11764705882354,96.33326115006679,97.11687079124654
97,2347,4254,9,160091847,CX,CA1,"CA1 field, left",148020448,126,126,117,-35.0,-26.0,-17.0,-35.37420406163329,-27.74167470956469,-14.6748375133253,15697,93,98,96.40347235937568,98.90365065246912,98.93139488658929,99.7897469808132,99.11764705882354,97.17596752923436,98.60552425013962
98,2349,4258,10,160091851,CX,DG,"dentate gyrus, left",157086720,106,106,133,-15.0,-42.0,3.0,-14.749522269239199,-43.1382786339892,4.06674572134001,15697,95,87,87.08589403956339,88.27409668140331,89.04874242151874,91.34243837358395,99.11764705882354,88.94974958572689,88.93306099129568
99,2350,4256,10,160092009,CX,CA3,"CA3 field, left",157086569,109,107,133,-18.0,-42.0,2.0,-17.3697141608219,-43.5456324803154,3.17888470020471,15697,96,87,87.15602184318044,84.6183749412865,85.52942061405199,86.34375454672107,99.11764705882354,85.44612122978239,86.07540901316446
100,2695,4256,8,160091947,CX,CA3,"CA3 field, left",147066199,121,126,107,-30.0,-16.0,-17.0,-31.013526263210203,-18.5468211182995,-15.075941427218599,15697,441,107,111.67903863781267,110.8800965063472,111.36212315319146,108.70822866497383,99.11764705882354,111.97520884611662,112.42433934520129
101,2696,4251,8,160091899,CX,S,"subiculum, left",147066197,113,132,107,-22.0,-16.0,-23.0,-23.93570671926989,-18.2074311904313,-21.6946127061866,15697,442,109,105.91724460640877,105.08810084366132,104.04517210608086,102.9733728610715,99.11764705882354,105.24633613785936,104.00663676671616
102,2737,4257,9,160091895,CX,CA4,"CA4 field, left",148020445,121,121,117,-30.0,-26.0,-12.0,-29.9857579381876,-28.14608915540289,-10.5558126015644,15697,483,98,97.93474160180953,93.46562985473558,94.5076311565466,98.76160606508583,99.11764705882354,94.4299810261845,94.3786532889125
103,2738,4256,9,160091879,CX,CA3,"CA3 field, left",148020446,124,120,117,-33.0,-26.0,-11.0,-32.915126200016,-28.41052748795189,-9.09984546393627,15697,484,97,99.39267555569687,94.77756715493081,95.71327288688803,94.54857246654824,99.11764705882354,96.34470287592909,96.37490868713425
104,2739,4251,9,160091831,CX,S,"subiculum, left",148020506,112,121,117,-21.0,-26.0,-12.0,-21.341704164159488,-27.37738547342809,-11.1557056601738,15697,485,99,98.83661545776053,98.6488980697452,97.12313710730618,97.8515208689651,99.11764705882354,99.14892566635899,98.33502567542094
105,2741,4257,10,160091835,CX,CA4,"CA4 field, left",157086721,106,107,133,-15.0,-42.0,2.0,-14.7124155247893,-43.168980438533794,2.99460685526675,15697,487,87,87.9701598616072,86.22756017674698,87.04165691725912,88.92407997947355,99.11764705882354,88.2416834611747,87.8207304183943
106,2742,4255,10,160091993,CX,CA2,"CA2 field, left",157086950,111,107,133,-20.0,-42.0,2.0,-19.1012905713042,-43.848362123004996,3.27934754593486,15697,488,88,85.4223078467418,88.2054235748404,86.92697137433292,87.77723636716024,99.11764705882354,86.71935229838319,86.38930549167397
107,2743,4254,10,160091977,CX,CA1,"CA1 field, left",157086949,103,106,133,-12.0,-42.0,3.0,-12.0310581297789,-42.97664829569849,3.88658068543972,15697,489,88,88.84887865776174,88.69279476985002,90.134288241536,92.44754118958426,99.11764705882354,88.84057690737536,91.06819883780481
108,2744,4251,10,160091961,CX,S,"subiculum, left",157086681,102,110,133,-11.0,-42.0,-1.0,-10.62651059786,-43.0595169022753,-1.18863809074533,15697,490,88,91.30300829301638,93.47317938578922,93.05651127035613,94.45184310640416,99.11764705882354,92.77995923873277,93.67678946484575
109,2745,4254,7,159438977,CX,CA1,"CA1 field, left",156265315,115,135,94,-24.0,-3.0,-26.0,-28.5900310760703,-6.207613802158622,-25.088203084239396,15697,491,117,114.98595997752537,116.28556548481468,114.0478521284889,114.27632809370118,99.11764705882354,116.77526760310579,114.68737304666469
110,2760,4266,17,2785,CX,CA4,"CA4 field, right",41142,63,104,106,31.1,-31.3,-7.3,32.200550237217996,-29.4025594588723,-9.47711399570634,9861,5,97,99.08801289005848,99.77975217068163,99.410437829109,94.77606181608937,99.11764705882354,100.78417138760841,99.5184497049437
111,2761,4267,17,2793,CX,DG,"dentate gyrus, right",41141,63,104,107,31.1,-32.3,-7.1,32.1646440778349,-30.414456535364998,-9.160682064014367,9861,6,95,98.10774256106224,98.21966907783789,96.90826308859018,95.84009301995391,99.11764705882354,98.57666845355607,97.1577222130754
112,2765,4251,17,2858,CX,S,"subiculum, left",41212,114,108,100,-22.6,-27.4,-13.8,-24.1214994322969,-26.0120289432056,-15.886416586427801,9861,10,100,100.30868101499496,100.47985146386344,100.32769731378141,99.76591899767666,99.11764705882354,100.87204620663843,100.79373813732134
113,2766,4254,17,2850,CX,CA1,"CA1 field, left",41211,124,107,100,-33.2,-27.4,-12.9,-34.4911030184779,-25.790769982093398,-15.0701142766046,9861,11,101,99.36039668959639,97.89780334793593,97.8289211947758,93.35308190848467,99.11764705882354,99.21601431119012,98.81693801098112
114,3062,4258,17,2491,CX,DG,"dentate gyrus, left",41207,116,105,100,-24.7,-26.6,-10.6,-25.886155444279197,-24.9105500134165,-12.914626805339804,9861,307,101,99.15382659891017,99.44961362874587,99.96948857604718,99.95828179654353,99.11764705882354,99.01859612738484,99.05034842846028
115,3066,4260,16,2667,CX,S,"subiculum, right",39174,68,109,98,26.0,-24.5,-14.3,26.8828331987599,-23.023872348313,-17.4549851505926,9861,311,103,101.65480803926017,99.55575566106371,102.97255912564478,101.0856987403239,99.11764705882354,98.74584878373263,101.89929928161123
116,3067,4263,16,2611,CX,CA1,"CA1 field, right",64946,60,108,97,34.5,-22.9,-13.3,35.8342459839949,-21.5063319011585,-15.823521057762198,9861,312,104,101.99973823376949,101.87633971811668,102.5421593270387,102.41083343989729,99.11764705882354,102.65250774909464,102.9652017688036
117,3068,4264,16,2604,CX,CA2,"CA2 field, right",55429,65,105,95,29.3,-20.1,-10.6,30.533451110761398,-18.132658977420398,-13.660208741022801,9861,313,102,102.95394096202675,103.45282250992335,102.41153861409947,102.94782815566514,99.11764705882354,103.0234451644905,103.1095479307887
118,3069,4265,16,2612,CX,CA3,"CA3 field, right",55610,64,108,97,30.3,-23.0,-13.4,31.2626843476782,-21.5238323137167,-16.4176293400785,9861,314,104,105.11103300907922,105.65251396896554,104.89398127367,104.60929350612042,99.11764705882354,105.78136093701043,105.89307185670211
119,3070,4266,16,2619,CX,CA4,"CA4 field, right",39211,62,107,96,32.4,-21.6,-12.5,33.6842287610917,-20.015499296481096,-15.200674425828499,9861,315,105,104.5849326941059,105.07689777034062,106.13714620094989,108.57366206187069,99.11764705882354,104.47683522392367,105.30722185374394
120,3071,4267,16,2627,CX,DG,"dentate gyrus, right",39172,61,107,96,33.5,-21.6,-12.4,34.800681365827195,-20.0414383589832,-15.0665712867721,9861,316,105,104.11327684300106,107.08580263137694,104.6680420228103,106.95136174171743,99.11764705882354,106.72669090916034,105.75352123461428
121,3139,4264,17,2321,CX,CA2,"CA2 field, right",41144,61,102,105,33.3,-29.6,-5.3,34.611059236593796,-27.6386359743704,-7.444047978427861,9861,384,97,95.99754365214672,96.85451688558216,96.01927304890009,95.38777770544112,99.11764705882354,96.68628037532694,95.8808709078415
122,3146,4254,15,2474,CX,CA1,"CA1 field, left",41707,120,109,88,-28.6,-15.3,-17.3,-30.0322354976125,-13.1529256281635,-20.287078693248,9861,391,113,112.24770017637307,110.014111959218,109.45619559273642,107.27221886633247,99.11764705882354,110.3923634168893,109.24914001608889
123,3265,4251,18,2443,CX,S,"subiculum, left",65158,116,110,102,-24.8,-30.1,-15.6,-26.2391229281198,-28.793313707403,-17.707602635930396,9861,510,98,98.33789518780138,101.5460785508932,101.83092056598558,102.67937243321789,99.11764705882354,101.73845347704872,101.10303966214707
124,3266,4254,18,2427,CX,CA1,"CA1 field, left",65159,125,106,102,-34.3,-29.2,-11.5,-35.5721760233618,-27.4600386508564,-13.3072984133446,9861,511,99,97.87461056732474,93.30287126911921,96.59787636041361,95.70318893669284,99.11764705882354,94.4460768170731,95.89705635935334
125,3267,4255,18,2469,CX,CA2,"CA2 field, left",65162,124,103,102,-33.2,-28.4,-8.3,-34.2610595088574,-25.6607570029801,-9.629188411365538,9861,512,99,99.76752284095913,98.76725146114559,99.2471472710262,98.04062093053786,99.11764705882354,98.82920906831811,98.37437433176768
126,3268,4256,18,2477,CX,CA3,"CA3 field, left",65161,123,103,102,-32.1,-28.3,-8.3,-33.1256227726785,-25.6621257459127,-9.664862090090859,9861,513,99,99.94329223859388,97.99190722402793,100.98445562288721,100.74940670524163,99.11764705882354,97.92000425703544,99.48621820643847
127,3269,4257,18,2435,CX,CA4,"CA4 field, left",65160,122,104,102,-31.1,-28.6,-9.3,-32.0868335278445,-26.277631273148604,-11.0338327093748,9861,514,99,99.18710495197035,96.3282838369603,100.12488597049614,99.57117947267895,99.11764705882354,97.66108379489637,98.97546349395965
128,3270,4258,18,2485,CX,DG,"dentate gyrus, left",40629,122,105,102,-31.1,-28.9,-10.4,-32.1754586449318,-26.837517354432997,-12.302325848821301,9861,515,99,98.95052133975305,97.74282695302071,98.01736980898313,97.49256464606924,99.11764705882354,97.64736744238162,97.09510840589091
129,3272,4251,20,2585,CX,S,"subiculum, left",56094,110,103,110,-18.6,-36.4,-6.4,-20.008841290474,-33.5471028020233,-7.75218261406793,9861,517,92,93.36633842333032,94.03263218959995,93.72702738088783,97.1206654282461,99.11764705882354,93.84257852157754,94.52795586524269
130,3273,4254,20,2505,CX,CA1,"CA1 field, left",56093,122,104,109,-31.3,-35.9,-7.9,-32.1155567832974,-33.2454806380544,-9.14777466039745,9861,518,93,92.77078765956733,91.21989443441562,93.73680746827624,92.35805465568099,99.11764705882354,92.18137653098215,93.28908580404675
131,3274,4255,20,2513,CX,CA2,"CA2 field, left",56092,123,101,108,-32.3,-34.1,-4.9,-33.0807517828684,-30.9539226655276,-6.213074387612281,9861,519,93,100.97979266488231,103.07929913808812,100.20335206854672,98.62533366707245,99.11764705882354,104.38725431820865,101.83102029626379
132,3275,4256,20,2521,CX,CA3,"CA3 field, left",56091,121,101,109,-30.2,-35.1,-4.7,-30.8448744432525,-31.8516035686872,-5.9862725967047306,9861,520,92,92.37348213412294,91.84858882394127,91.1073797022622,93.62480754035953,99.11764705882354,91.7592408003385,91.81892378506
133,3276,4257,20,2529,CX,CA4,"CA4 field, left",56090,120,103,109,-29.1,-35.6,-6.8,-29.9351363568056,-32.721599165356004,-8.14197485992266,9861,521,93,93.12207685969275,93.7166089198237,93.59223072886881,93.19791727465397,99.11764705882354,93.77818889610755,94.01983583721535
134,3277,4258,20,2537,CX,DG,"dentate gyrus, left",56089,119,103,109,-28.1,-35.6,-6.8,-28.892878838242694,-32.6885937338698,-8.16112667888701,9861,522,94,92.29232200999037,92.60542489727244,92.43237434091074,93.32271879876207,99.11764705882354,91.94574705505748,91.91547092791352
135,3284,4251,16,2517,CX,S,"subiculum, left",82199,116,113,93,-24.6,-21.5,-20.6,-25.9811836601792,-20.337291289154198,-23.3634954244131,9861,529,106,108.25451147603073,104.98501754313962,105.46789710231522,104.8124015007462,99.11764705882354,105.25899307576768,105.14995942506188
136,3285,4254,16,2580,CX,CA1,"CA1 field, left",82198,123,108,93,-31.9,-20.3,-15.4,-33.3973258359033,-18.26307662170389,-17.6722817153843,9861,530,108,105.83045608618542,104.8404254932959,102.56956009822129,106.47976894568943,99.11764705882354,104.87665202630792,103.40104898963284
137,3286,4255,16,2581,CX,CA2,"CA2 field, left",82193,119,104,93,-27.7,-19.1,-11.0,-29.054975278642807,-16.8921018967925,-13.314913302628,9861,531,107,104.6486326501074,104.02911735798925,105.05529576423055,102.1724610195123,99.11764705882354,104.02710317677986,104.74739392725525
138,3287,4256,16,2588,CX,CA3,"CA3 field, left",82196,120,107,93,-28.7,-20.0,-14.2,-30.08041860690709,-18.137842643488096,-16.773357633403002,9861,532,108,108.32146316682224,105.79958898114141,105.62541427656713,103.41707962444114,99.11764705882354,107.20636313899863,106.07571887023583
139,3288,4257,16,2501,CX,CA4,"CA4 field, left",82195,122,106,93,-30.8,-19.7,-13.2,-32.2639337329366,-17.5586331058159,-15.413294260337999,9861,533,107,106.1112617934693,105.80926925514213,104.40596716033615,104.88861703630937,99.11764705882354,105.07711229281395,103.80202496842699
140,3289,4258,16,2510,CX,DG,"dentate gyrus, left",81178,121,106,93,-29.8,-19.7,-13.2,-31.1869060330173,-17.646875604417602,-15.512980233037801,9861,534,108,107.03439304675676,108.98138659227493,109.4692499387826,111.09620725901817,99.11764705882354,108.28279138479398,108.6434226667293
141,3301,4251,19,2572,CX,S,"subiculum, left",39972,110,104,104,-18.5,-30.4,-8.7,-19.5660630221774,-28.1806263022412,-9.9604335796324,9861,546,98,100.1653881049148,98.31019717147893,98.62307444133974,98.58109768484476,99.11764705882354,98.649894894332,98.87710061399748
142,3302,4255,19,2541,CX,CA2,"CA2 field, left",39939,124,105,104,-33.2,-31.0,-10.0,-34.4148849321856,-28.9569232742143,-11.7016580564835,9861,547,98,95.97247034630018,95.28635332654179,98.55434276219916,95.84770261711355,99.11764705882354,95.518209287599,96.98957170603217
143,3303,4256,19,2549,CX,CA3,"CA3 field, left",39938,123,104,104,-32.2,-30.7,-8.9,-33.1953777109703,-28.33060570860709,-10.502450828170801,9861,548,98,95.77684771813956,95.46411033403659,96.28384901179996,99.38444299076066,99.11764705882354,95.61419971277816,96.67965504361939
144,3304,4257,19,2557,CX,CA4,"CA4 field, left",39937,122,104,104,-31.1,-30.7,-8.9,-32.0740641228318,-28.3092355038224,-10.5571730659598,9861,549,98,98.00010242081161,96.15134101763488,97.79414363217255,96.91830655522647,99.11764705882354,96.41879994270566,97.03781283425496
145,3305,4258,19,2532,CX,DG,"dentate gyrus, left",39936,121,103,103,-30.0,-29.3,-8.0,-30.8834865167416,-26.806708868610702,-9.665851283614339,9861,550,99,97.02839455621739,96.00075803041959,96.24570445314791,95.94111706612384,99.11764705882354,96.3557290599147,95.64351091986457
146,3310,4260,19,2587,CX,S,"subiculum, right",39548,67,105,107,26.9,-32.7,-8.3,27.723846055825,-30.8021779612463,-10.5387121914355,9861,555,95,92.02509137835834,94.83104202753917,94.10473094068945,97.7487379979116,99.11764705882354,94.24500490444514,95.01290577297824
147,3311,4263,19,2562,CX,CA1,"CA1 field, right",39547,62,105,108,32.1,-33.6,-8.0,33.04096503716549,-31.75368338029209,-9.719316069005961,9861,556,95,94.36186831824769,93.24336598516253,93.34299040079968,95.56084851275784,99.11764705882354,93.4377825781767,93.42720610745374
148,3312,4264,19,2570,CX,CA2,"CA2 field, right",39478,62,103,109,32.1,-34.1,-5.6,33.330350931995504,-32.0368526217222,-7.369631037578371,9861,557,93,93.49391048008256,93.76267280118496,93.4405160301879,95.47027820452513,99.11764705882354,93.00558832708712,92.62805319558343
149,3313,4265,19,2578,CX,CA3,"CA3 field, right",39477,63,103,108,31.1,-33.1,-5.9,32.2796658975332,-31.0491174026047,-7.8149584794326294,9861,558,95,90.7290008106429,92.95504876160486,93.54993592604114,95.12613547913057,99.11764705882354,92.24279804655987,93.34449279323391
150,3314,4266,19,2586,CX,CA4,"CA4 field, right",39475,64,104,108,30.0,-33.4,-6.9,31.050298023010697,-31.4285396570182,-8.97183215827662,9861,559,95,97.5156268440157,94.78125107421664,94.89964114034275,96.15761871964091,99.11764705882354,94.63173548703176,94.51939527001583
151,3315,4267,19,2515,CX,DG,"dentate gyrus, right",39439,63,104,108,31.1,-33.4,-6.9,32.1207900845977,-31.4196187462178,-8.85043740010018,9861,560,95,93.34497974389242,93.26547547267965,94.01762196116552,93.43903117205714,99.11764705882354,93.80159002913283,93.58035969179655
152,3329,4251,15,2411,CX,S,"subiculum, left",41706,113,112,88,-21.3,-16.0,-20.4,-22.7085634116208,-14.7414568559428,-23.5577342234771,9861,574,112,109.7565276468203,106.42132564440594,108.03144620371283,109.49784141983797,99.11764705882354,107.3892661774373,106.98907183846735
153,3336,4255,17,2467,CX,CA2,"CA2 field, left",41209,121,104,100,-30.0,-26.5,-9.7,-31.0042224373344,-24.2744205099447,-11.623877121831901,9861,581,101,100.7418798903114,100.38475573994508,101.5870076398727,100.24218133330731,99.11764705882354,99.98755579513353,100.36832635796388
154,3337,4256,17,2475,CX,CA3,"CA3 field, left",41210,119,104,100,-27.8,-26.4,-9.6,-28.836512301634198,-24.445479335404,-11.856682404543701,9861,582,101,100.07732955617242,100.53424145228634,101.38768025947729,100.37402693706883,99.11764705882354,100.8529111763843,100.88573103102934
155,3338,4257,17,2483,CX,CA4,"CA4 field, left",41208,118,105,100,-26.8,-26.7,-10.7,-27.8699640762432,-24.885735573341197,-13.0063940526157,9861,583,102,99.37150999814934,100.65919817043331,101.2868682397266,102.17176111800948,99.11764705882354,100.9509235982366,100.41223075954944
156,3529,4264,20,2322,CX,CA2,"CA2 field, right",38729,64,100,111,30.0,-35.4,-2.1,31.4592795098273,-32.93701519333049,-3.9584300776816295,9861,774,93,91.29198172763802,93.33102467977112,92.98514741021675,92.97912972699666,99.11764705882354,92.88494473034817,92.3901684271793
157,3541,4260,18,2355,CX,S,"subiculum, right",64893,73,105,107,20.5,-32.9,-8.4,21.1209764079148,-30.79541702001989,-10.5148430999454,9861,786,96,94.9475692119487,96.1398645205159,95.79654565310942,96.21313346610911,99.11764705882354,95.59152670204385,96.07688662864113
158,3542,4265,18,2315,CX,CA3,"CA3 field, right",64891,63,103,107,31.1,-32.1,-6.0,32.3040340595808,-30.0298490533328,-8.117259459628,9861,787,95,94.81660617603367,95.91053057948257,95.5732484799063,100.36204533412518,99.11764705882354,96.03752460323608,96.4312170366457
159,3543,4266,18,2323,CX,CA4,"CA4 field, right",40614,64,105,107,30.0,-32.7,-8.2,30.991822203325402,-30.792707579111696,-10.285816581665301,9861,788,95,94.273409605746,94.74090119426029,93.24177020926386,91.47797879883211,99.11764705882354,95.73447771689823,94.3544187968096
160,3544,4267,18,2331,CX,DG,"dentate gyrus, right",40613,65,105,107,29.0,-32.7,-8.2,29.9178522200902,-30.8115310193432,-10.405320156883699,9861,789,95,93.27483362709569,91.88974763447082,94.53388589136391,94.99035843244742,99.11764705882354,92.4652155730355,92.68807625422559
161,3546,4267,20,2346,CX,DG,"dentate gyrus, right",38726,67,101,111,26.8,-35.8,-3.2,27.8363768977162,-33.083465315392104,-5.1511263547234005,9861,791,90,89.5365776929206,90.48058350466924,89.95375629430696,90.78368938692392,99.11764705882354,90.75278676837227,89.70295784747195
162,3548,4263,20,2314,CX,CA1,"CA1 field, right",38730,63,104,111,31.0,-36.5,-6.3,31.935801318264108,-34.2533050595362,-7.88832175621647,9861,793,92,91.91871727849079,89.93658106251682,92.61888645595096,89.16791089664356,99.11764705882354,91.50396408141138,91.96002983293538
163,3552,4260,17,2305,CX,S,"subiculum, right",41146,70,105,105,23.8,-30.7,-8.7,24.746114548722485,-28.7338300562586,-11.0549759268035,9861,797,97,99.85783592408137,99.79792657178419,98.0373450418934,97.98290080501823,99.11764705882354,99.81778913031678,98.54233657009124
164,3553,4263,17,2313,CX,CA1,"CA1 field, right",41145,61,107,106,33.2,-32.1,-10.5,34.024358071695104,-30.578180434291905,-12.284960351538803,9861,798,96,95.73789133985831,96.36785953830106,95.33349060428834,95.38999715466724,99.11764705882354,97.53942660264042,96.6458110947584
165,3554,4265,17,2329,CX,CA3,"CA3 field, right",41143,64,103,106,30.1,-31.0,-6.3,31.2683123068893,-28.983770089289603,-8.51592905962184,9861,799,97,96.96167243922912,99.06947037302442,98.53421544998223,97.38007497390483,99.11764705882354,99.53440814258826,99.39490690534278
166,3559,4260,20,2393,CX,S,"subiculum, right",38731,73,103,111,20.4,-36.5,-5.5,20.8570683184334,-33.8803991616983,-7.269067297007282,9861,804,92,92.8071293883848,94.82671994595052,92.66468550750001,94.34952862240698,99.11764705882354,93.91005504262353,93.65576833480559
167,3560,4263,20,2306,CX,CA1,"CA1 field, right",38730,62,104,111,32.0,-36.5,-6.3,33.0219056668587,-34.2484435023835,-7.76162529519831,9861,805,92,91.4817112258933,89.15148102821725,90.30998633013223,91.1629385049752,99.11764705882354,89.35908924605845,90.29086923218102
168,3561,4265,20,2330,CX,CA3,"CA3 field, right",38728,66,100,111,27.9,-35.5,-2.1,29.158084084559196,-32.8402057453234,-4.10308012818403,9861,806,90,88.94848915819676,89.70177709738178,89.05484538449807,89.56816084115673,99.11764705882354,89.28194902107737,89.88122354636391
169,3562,4266,20,2338,CX,CA4,"CA4 field, right",38727,66,101,111,27.8,-35.8,-3.2,28.993716720658302,-33.2297790851478,-5.16388338951515,9861,807,90,87.61183598953848,89.76387507833547,90.40804113276656,91.80612784035804,99.11764705882354,90.81482113185446,90.83353870416596
